"likert_or_number","participant_id","question_id","priming","response","response_time","scale_size","question_valence"
"likert","b1q6bx1","4","Priming",4.32584821428571,6566,7,"Positive"
"likert","b1q6bx1","18","Priming",2.680125,17485,5,"Negative"
"likert","b1q6bx1","16","Priming",3.64,6381,7,"Negative"
"likert","b1q6bx1","17","Priming",3.04444444444444,3731,9,"Negative"
"likert","b1q6bx1","10","Priming",5.74666666666667,10449,9,"Positive"
"likert","b1q6bx1","20","Priming",1.008125,10583,5,"Negative"
"likert","b1q6bx1","7","Priming",4.736,5083,5,"Positive"
"likert","b1q6bx1","21","Priming",3.11714285714286,6498,7,"Negative"
"likert","b1q6bx1","19","Priming",4.44,5265,9,"Negative"
"likert","b1q6bx1","8","Priming",3.872,15533,5,"Positive"
"likert","b1q6bx1","13","Priming",2.92857142857143,4581,7,"Positive"
"likert","b1q6bx1","3","Priming",8.95555555555556,6716,9,"Positive"
"likert","b1q6bx1","15","Priming",6.99111111111111,3182,9,"Negative"
"likert","b1q6bx1","1","Priming",3.40888888888889,6549,9,"Positive"
"likert","b1q6bx1","14","Priming",4.976,9081,5,"Positive"
"likert","b1q6bx1","12","Priming",4.264125,5066,5,"Positive"
"number","b319tap","d","Priming",8.88625,4211,10,""
"number","b319tap","a","Priming",5.93875,4800,10,""
"number","b319tap","g","Priming",4.06,3747,10,""
"number","b319tap","h","Priming",2.04625,5642,10,""
"number","b319tap","j","Priming",9.97975005149841,7164,10,""
"number","b319tap","e","Priming",7.93,20812,10,""
"number","b319tap","f","Priming",2.1025,3740,10,""
"number","b319tap","c","Priming",4.9825,2771,10,""
"number","b319tap","b","Priming",7.975,2281,10,""
"number","b319tap","i","Priming",3.0475,4423,10,""
"likert","b319tap","9","Priming",3.95519995117187,47128,5,"Positive"
"likert","b319tap","17","Priming",1.94628569466727,18707,7,"Negative"
"likert","b319tap","6","Priming",4.95519995117187,10435,5,"Positive"
"likert","b319tap","21","Priming",4.98577779134115,25048,9,"Negative"
"likert","b319tap","3","Priming",4.97919995117187,8806,5,"Positive"
"likert","b319tap","13","Priming",3.93119995117187,28592,5,"Positive"
"likert","b319tap","1","Priming",3.01771426609584,7752,7,"Positive"
"likert","b319tap","14","Priming",6.97428571428571,12631,7,"Positive"
"likert","b319tap","10","Priming",5.98342855181013,8852,7,"Positive"
"likert","b319tap","20","Priming",1.01919995117188,38808,5,"Negative"
"likert","b319tap","11","Priming",6.9948571232387,12523,7,"Positive"
"likert","b319tap","19","Priming",4.98399997287326,12044,9,"Negative"
"likert","b319tap","5","Priming",4.95519995117187,10964,5,"Positive"
"likert","b319tap","4","Priming",4.82628569466727,20073,7,"Positive"
"likert","b319tap","15","Priming",6.90933336046007,9714,9,"Negative"
"likert","b319tap","12","Priming",4.95519995117187,6898,5,"Positive"
"likert","b319tap","7","Priming",7.97777777777778,11337,9,"Positive"
"likert","b319tap","18","Priming",6.94311109754774,18183,9,"Negative"
"likert","b319tap","16","Priming",5.99022230360243,13140,9,"Negative"
"likert","b319tap","2","Priming",6.84057140895299,8967,7,"Positive"
"number","bd7u9l9","g","Priming",4.0375,12403,10,""
"number","bd7u9l9","j","Priming",9.91,2599,10,""
"number","bd7u9l9","h","Priming",4.06,7364,10,""
"number","bd7u9l9","f","Priming",3.025,4596,10,""
"number","bd7u9l9","i","Priming",3.025,14687,10,""
"number","bd7u9l9","d","Priming",8.93125,3272,10,""
"number","bd7u9l9","b","Priming",8.065,2538,10,""
"number","bd7u9l9","a","Priming",5.995,1518,10,""
"number","bd7u9l9","c","Priming",5.05,1610,10,""
"likert","bd7u9l9","6","Priming",4.01714285714286,59434,7,"Positive"
"likert","bd7u9l9","16","Priming",1.05151776994978,14255,7,"Negative"
"likert","bd7u9l9","9","Priming",8.96148139105903,4087,9,"Positive"
"likert","bd7u9l9","3","Priming",7.91259250217014,8807,9,"Positive"
"likert","bd7u9l9","12","Priming",7.93925916883681,4929,9,"Positive"
"likert","bd7u9l9","18","Priming",2.07208325195313,18914,5,"Negative"
"likert","bd7u9l9","1","Priming",3.03714276994978,6883,7,"Positive"
"likert","bd7u9l9","13","Priming",4.04857134137835,4715,7,"Positive"
"likert","bd7u9l9","19","Priming",4.92592583550347,11429,9,"Negative"
"likert","bd7u9l9","17","Priming",2.97333333333333,5279,9,"Negative"
"likert","bd7u9l9","21","Priming",1.944,4194,5,"Negative"
"likert","bd7u9l9","11","Priming",3.024,23910,5,"Positive"
"likert","bd7u9l9","4","Priming",4.91208325195313,8431,5,"Positive"
"likert","bd7u9l9","14","Priming",6.99142857142857,10716,7,"Positive"
"likert","bd7u9l9","10","Priming",4.96808325195313,5771,5,"Positive"
"likert","bd7u9l9","15","Priming",4.008,3859,5,"Negative"
"likert","bd7u9l9","2","Priming",7.97777777777778,6041,9,"Positive"
"likert","bd7u9l9","20","Priming",1.0315176827567,3688,7,"Negative"
"likert","bd7u9l9","7","Priming",6.99703694661458,8564,9,"Positive"
"likert","bq0syqg","19","No Priming",3.21571428571429,57504,7,"Negative"
"likert","bq0syqg","14","No Priming",6.97863839285714,73127,7,"Positive"
"likert","bq0syqg","16","No Priming",2.932,242757,5,"Negative"
"likert","bq0syqg","10","No Priming",5.96714285714286,352956,7,"Positive"
"likert","bq0syqg","1","No Priming",3.22666666666667,29775,9,"Positive"
"likert","bq0syqg","12","No Priming",7.98222222222222,20661,9,"Positive"
"likert","bq0syqg","4","No Priming",4.93,10045,7,"Positive"
"likert","bq0syqg","20","No Priming",2.0120625,46935,5,"Negative"
"likert","bq0syqg","7","No Priming",5.012,26314,5,"Positive"
"likert","bq0syqg","8","No Priming",4.0040625,16247,5,"Positive"
"likert","bq0syqg","21","No Priming",1.0280625,70287,5,"Negative"
"likert","bq0syqg","18","No Priming",6.94222222222222,9995,9,"Negative"
"likert","bq0syqg","9","No Priming",3.9800625,13787,5,"Positive"
"likert","bq0syqg","3","No Priming",8.91555555555556,8361,9,"Positive"
"number","bq0syqg","i","No Priming",3.075625,23396,10,""
"number","bq0syqg","g","No Priming",4.065625,14528,10,""
"number","bq0syqg","d","No Priming",8.914375,8668,10,""
"number","bq0syqg","a","No Priming",6.034375,3081,10,""
"number","bq0syqg","f","No Priming",3.030625,15517,10,""
"number","bq0syqg","e","No Priming",7.913125,7366,10,""
"number","bq0syqg","j","No Priming",9.938125,4048,10,""
"number","bq0syqg","b","No Priming",7.958125,2318,10,""
"number","bq0syqg","c","No Priming",4.976875,1547,10,""
"number","bq0syqg","h","No Priming",2.063125,4002,10,""
"number","btrz93t","a","Priming",5.995,12244,10,""
"number","btrz93t","b","Priming",7.9075,8151,10,""
"number","btrz93t","d","Priming",8.90875,2011,10,""
"number","btrz93t","f","Priming",1.9675,3749,10,""
"number","btrz93t","j","Priming",10.0675,6055,10,""
"number","btrz93t","e","Priming",7.9075,3666,10,""
"number","btrz93t","g","Priming",4.02625,6183,10,""
"number","btrz93t","c","Priming",4.92625,2815,10,""
"number","btrz93t","i","Priming",2.98,2980,10,""
"number","btrz93t","h","Priming",2.0575,1848,10,""
"likert","btrz93t","7","Priming",6.82,27105,7,"Positive"
"likert","btrz93t","3","Priming",3.936,12314,5,"Positive"
"likert","btrz93t","1","Priming",2.01142857142857,5551,7,"Positive"
"likert","btrz93t","6","Priming",6.07555555555556,5325,9,"Positive"
"likert","btrz93t","8","Priming",3.10857142857143,3176,7,"Positive"
"likert","btrz93t","13","Priming",1.856,2348,5,"Positive"
"likert","btrz93t","9","Priming",4.05777777777778,3532,9,"Positive"
"likert","btrz93t","11","Priming",4.368,10620,5,"Positive"
"likert","btrz93t","20","Priming",1.73777777777778,4934,9,"Negative"
"likert","btrz93t","19","Priming",1.176,5848,5,"Negative"
"likert","btrz93t","10","Priming",5.81714285714286,4265,7,"Positive"
"likert","btrz93t","5","Priming",6.21777777777778,2647,9,"Positive"
"likert","btrz93t","18","Priming",7.04444444444444,7053,9,"Negative"
"likert","btrz93t","12","Priming",6.25428571428571,2714,7,"Positive"
"likert","btrz93t","21","Priming",4.54,7286,7,"Negative"
"likert","btrz93t","16","Priming",7.09777777777778,2865,9,"Negative"
"likert","btrz93t","17","Priming",5.84285714285714,2214,7,"Negative"
"likert","btrz93t","15","Priming",2.664,2897,5,"Negative"
"likert","btrz93t","2","Priming",4.96,2415,5,"Positive"
"likert","btrz93t","4","Priming",6.21777777777778,3950,9,"Positive"
"number","bwh6zy5","i","Priming",3.05875,11858,10,""
"number","bwh6zy5","f","Priming",2.0575,10089,10,""
"number","bwh6zy5","c","Priming",5.01625,4041,10,""
"number","bwh6zy5","h","Priming",2.0575,5626,10,""
"number","bwh6zy5","j","Priming",9.96625,2641,10,""
"number","bwh6zy5","g","Priming",4.0375,10910,10,""
"number","bwh6zy5","a","Priming",6.00625,3893,10,""
"number","bwh6zy5","e","Priming",7.94125,3077,10,""
"number","bwh6zy5","d","Priming",5.995,3123,10,""
"number","bwh6zy5","b","Priming",7.94125,15029,10,""
"likert","bwh6zy5","20","Priming",1.03555555555556,45607,9,"Negative"
"likert","bwh6zy5","21","Priming",2.016,18624,5,"Negative"
"likert","bwh6zy5","1","Priming",2.112125,18789,5,"Positive"
"likert","bwh6zy5","9","Priming",3.10666666666667,22144,9,"Positive"
"likert","bwh6zy5","15","Priming",5.90285714285714,7044,7,"Negative"
"likert","bwh6zy5","3","Priming",5.95441964285714,15475,7,"Positive"
"likert","bwh6zy5","13","Priming",3.06571428571429,5875,7,"Positive"
"likert","bwh6zy5","5","Priming",4.024,5512,5,"Positive"
"likert","bwh6zy5","7","Priming",6.76857142857143,11826,7,"Positive"
"likert","bwh6zy5","19","Priming",2.088,5927,5,"Negative"
"likert","bwh6zy5","12","Priming",3.976125,26689,5,"Positive"
"likert","bwh6zy5","14","Priming",6.76857142857143,9011,7,"Positive"
"likert","bwh6zy5","18","Priming",4.000125,3793,5,"Negative"
"likert","bwh6zy5","11","Priming",4.784,21178,5,"Positive"
"likert","bwh6zy5","17","Priming",3.98666666666667,3709,9,"Negative"
"likert","bwh6zy5","2","Priming",5.94584821428571,11013,7,"Positive"
"likert","bwh6zy5","4","Priming",3.97777777777778,8341,9,"Positive"
"likert","bwh6zy5","8","Priming",3.15111111111111,37746,9,"Positive"
"likert","bwh6zy5","6","Priming",4.97714285714286,8859,7,"Positive"
"likert","bwh6zy5","16","Priming",6.99111111111111,9960,9,"Negative"
"number","cvq7bv4","e","Priming",7.94174996376038,28615,10,""
"number","cvq7bv4","f","Priming",2.06924996376038,3848,10,""
"number","cvq7bv4","g","Priming",4.07174996376038,3050,10,""
"number","cvq7bv4","b","Priming",7.91924996376038,1898,10,""
"number","cvq7bv4","a","Priming",5.96174996376038,9215,10,""
"number","cvq7bv4","j","Priming",10.0454999637604,5599,10,""
"number","cvq7bv4","d","Priming",8.93174996376037,1809,10,""
"number","cvq7bv4","i","Priming",3.00299996376038,2017,10,""
"number","cvq7bv4","c","Priming",4.96049996376038,2450,10,""
"number","cvq7bv4","h","Priming",2.05799996376038,3068,10,""
"likert","cvq7bv4","20","Priming",0.993086412217882,41904,9,"Negative"
"likert","cvq7bv4","15","Priming",3.60614288330078,79787,7,"Negative"
"likert","cvq7bv4","16","Priming",3.15180943080357,45010,7,"Negative"
"likert","cvq7bv4","14","Priming",7.97757145472935,7325,7,"Positive"
"likert","cvq7bv4","21","Priming",2.09639990234375,16201,5,"Negative"
"likert","cvq7bv4","7","Priming",7.02864196777344,16628,9,"Positive"
"likert","cvq7bv4","2","Priming",5.04035546875,24235,5,"Positive"
"likert","cvq7bv4","5","Priming",5.94609514508929,59373,7,"Positive"
"likert","cvq7bv4","1","Priming",2.92035546875,39228,5,"Positive"
"likert","cvq7bv4","10","Priming",5.97975307888455,10210,9,"Positive"
"likert","cvq7bv4","3","Priming",4.00035546875,10520,5,"Positive"
"likert","cvq7bv4","12","Priming",7.88197530110677,2476,9,"Positive"
"likert","cvq7bv4","19","Priming",1.01639990234375,10953,5,"Negative"
"likert","cvq7bv4","18","Priming",7.14419752332899,19570,9,"Negative"
"likert","cvq7bv4","13","Priming",6.54864196777344,39307,9,"Positive"
"likert","cvq7bv4","9","Priming",6.11308641221788,16897,9,"Positive"
"likert","cvq7bv4","11","Priming",5.59239990234375,13861,5,"Positive"
"likert","cvq7bv4","4","Priming",5.94609514508929,17242,7,"Positive"
"likert","cvq7bv4","17","Priming",2.60323800223214,10352,7,"Negative"
"likert","cvq7bv4","6","Priming",5.54323800223214,21262,7,"Positive"
"number","cwt9tos","g","Priming",4.0375,3966,10,""
"number","cwt9tos","i","Priming",3.05875,2805,10,""
"number","cwt9tos","j","Priming",10,6650,10,""
"number","cwt9tos","a","Priming",5.995,2627,10,""
"number","cwt9tos","h","Priming",2.09125,7006,10,""
"number","cwt9tos","b","Priming",7.96375,3365,10,""
"number","cwt9tos","d","Priming",8.90875,3117,10,""
"number","cwt9tos","c","Priming",5.005,2412,10,""
"number","cwt9tos","f","Priming",2.0575,2814,10,""
"number","cwt9tos","e","Priming",7.93,3091,10,""
"likert","cwt9tos","13","Priming",4.13714285714286,14232,7,"Positive"
"likert","cwt9tos","12","Priming",7.88,18734,9,"Positive"
"likert","cwt9tos","21","Priming",3.00571428571429,9024,7,"Negative"
"likert","cwt9tos","3","Priming",3.94410009765625,6567,5,"Positive"
"likert","cwt9tos","6","Priming",4.52,10349,5,"Positive"
"likert","cwt9tos","19","Priming",1.00010009765625,19946,5,"Negative"
"likert","cwt9tos","11","Priming",6.96571428571429,14202,7,"Positive"
"likert","cwt9tos","15","Priming",5.81724984305245,6896,7,"Negative"
"likert","cwt9tos","7","Priming",6.94867841448103,10391,7,"Positive"
"likert","cwt9tos","20","Priming",1.02410009765625,4113,5,"Negative"
"likert","cwt9tos","2","Priming",4.95210009765625,3156,5,"Positive"
"likert","cwt9tos","18","Priming",6.99111111111111,5030,9,"Negative"
"likert","cwt9tos","10","Priming",5.99555555555556,9525,9,"Positive"
"likert","cwt9tos","14","Priming",6.40810009765625,8007,5,"Positive"
"likert","cwt9tos","17","Priming",2.12285714285714,6041,7,"Negative"
"likert","cwt9tos","8","Priming",4.04011094835069,13794,9,"Positive"
"likert","cwt9tos","4","Priming",4.95153555733817,10631,7,"Positive"
"likert","cwt9tos","9","Priming",4.14666666666667,3454,9,"Positive"
"likert","cwt9tos","5","Priming",6.99111111111111,9552,9,"Positive"
"likert","cwt9tos","16","Priming",6.02222222222222,3402,9,"Negative"
"likert","cwt9tos","1","Priming",3.016,4377,5,"Positive"
"likert","d5hj6r0","1","No Priming",3.04863839285714,9013,7,"Positive"
"likert","d5hj6r0","4","No Priming",4.984,6684,5,"Positive"
"likert","d5hj6r0","13","No Priming",3.0240625,2881,5,"Positive"
"likert","d5hj6r0","16","No Priming",6.97428571428571,7682,7,"Negative"
"likert","d5hj6r0","2","No Priming",7.95111111111111,3781,9,"Positive"
"likert","d5hj6r0","10","No Priming",5.99714285714286,4714,7,"Positive"
"likert","d5hj6r0","5","No Priming",6.95555555555556,1867,9,"Positive"
"likert","d5hj6r0","21","No Priming",0.9920625,4031,5,"Negative"
"likert","d5hj6r0","7","No Priming",6.99142857142857,4530,7,"Positive"
"likert","d5hj6r0","15","No Priming",6.99111111111111,3998,9,"Negative"
"likert","d5hj6r0","11","No Priming",7.96,2682,9,"Positive"
"likert","d5hj6r0","6","No Priming",6.93777777777778,15647,9,"Positive"
"likert","d5hj6r0","18","No Priming",4.95149553571429,2731,7,"Negative"
"likert","d5hj6r0","12","No Priming",5.0000625,3565,5,"Positive"
"likert","d5hj6r0","20","No Priming",0.982222222222222,3549,9,"Negative"
"likert","d5hj6r0","3","No Priming",4.968,5614,5,"Positive"
"likert","d5hj6r0","14","No Priming",8.99111111111111,2598,9,"Positive"
"likert","d5hj6r0","9","No Priming",3.9680625,2583,5,"Positive"
"likert","d5hj6r0","19","No Priming",1.008,4248,5,"Negative"
"likert","d5hj6r0","17","No Priming",2.09714285714286,2032,7,"Negative"
"number","d5hj6r0","d","No Priming",8.95375,2582,10,""
"number","d5hj6r0","f","No Priming",2.06875,2151,10,""
"number","d5hj6r0","b","No Priming",7.9975,1648,10,""
"number","d5hj6r0","j","No Priming",9.89875,2232,10,""
"number","d5hj6r0","e","No Priming",7.9525,2065,10,""
"number","d5hj6r0","c","No Priming",4.9825,1449,10,""
"number","d5hj6r0","h","No Priming",2.125,1532,10,""
"number","d5hj6r0","a","No Priming",5.995,1865,10,""
"number","d5hj6r0","i","No Priming",3.0925,1848,10,""
"number","d5hj6r0","g","No Priming",4.04875,1614,10,""
"number","dnaofje","g","Priming",4.02625,12726,10,""
"number","dnaofje","c","Priming",4.9825,2613,10,""
"number","dnaofje","f","Priming",2.0575,3994,10,""
"number","dnaofje","i","Priming",3.05875,2119,10,""
"number","dnaofje","a","Priming",5.98375,2264,10,""
"number","dnaofje","h","Priming",2.0575,4108,10,""
"number","dnaofje","j","Priming",9.96625,2897,10,""
"number","dnaofje","d","Priming",8.90875,3526,10,""
"number","dnaofje","b","Priming",7.9525,2717,10,""
"number","dnaofje","e","Priming",7.9525,2080,10,""
"likert","dnaofje","7","Priming",7.98222222222222,25101,9,"Positive"
"likert","dnaofje","3","Priming",8.79111111111111,7120,9,"Positive"
"likert","dnaofje","13","Priming",3.996,10034,5,"Positive"
"likert","dnaofje","8","Priming",4.05333333333333,14268,9,"Positive"
"likert","dnaofje","15","Priming",4.98142857142857,6255,7,"Negative"
"likert","dnaofje","2","Priming",8.02222222222222,10451,9,"Positive"
"likert","dnaofje","20","Priming",0.968,11408,5,"Negative"
"likert","dnaofje","6","Priming",4.984,13015,5,"Positive"
"likert","dnaofje","14","Priming",6.96571428571429,7849,7,"Positive"
"likert","dnaofje","10","Priming",6.09333333333333,16248,9,"Positive"
"likert","dnaofje","16","Priming",2.056,10365,5,"Negative"
"likert","dnaofje","11","Priming",6.96571428571429,17036,7,"Positive"
"likert","dnaofje","19","Priming",1,10156,5,"Negative"
"likert","dnaofje","4","Priming",4.968,8826,5,"Positive"
"likert","dnaofje","1","Priming",3.09777777777778,9409,9,"Positive"
"likert","dnaofje","12","Priming",4.976,11020,5,"Positive"
"likert","dnaofje","17","Priming",2.09714285714286,8908,7,"Negative"
"likert","dnaofje","5","Priming",5.97142857142857,21425,7,"Positive"
"likert","dnaofje","18","Priming",4.96,11818,7,"Negative"
"number","duz9abm","d","Priming",9.01,4141,10,""
"number","duz9abm","g","Priming",4.00375,3210,10,""
"number","duz9abm","f","Priming",2.09125,4396,10,""
"number","duz9abm","i","Priming",3.07,2738,10,""
"number","duz9abm","c","Priming",4.96,2091,10,""
"number","duz9abm","e","Priming",7.975,1820,10,""
"number","duz9abm","h","Priming",2.04625,1884,10,""
"number","duz9abm","b","Priming",7.93,1728,10,""
"number","duz9abm","j","Priming",9.9775,5198,10,""
"number","duz9abm","a","Priming",6.0175,1382,10,""
"likert","duz9abm","15","Priming",7.03555555555556,8720,9,"Negative"
"likert","duz9abm","4","Priming",3.96888888888889,15653,9,"Positive"
"likert","duz9abm","9","Priming",4.05777777777778,11506,9,"Positive"
"likert","duz9abm","6","Priming",4.992,4400,5,"Positive"
"likert","duz9abm","16","Priming",5.88888888888889,7478,9,"Negative"
"likert","duz9abm","14","Priming",10.9911111111111,16233,9,"Positive"
"likert","duz9abm","17","Priming",2.02857142857143,2939,7,"Negative"
"likert","duz9abm","11","Priming",6.98285714285714,4347,7,"Positive"
"likert","duz9abm","21","Priming",1.016,59690,5,"Negative"
"likert","duz9abm","12","Priming",4.92010009765625,5320,5,"Positive"
"likert","duz9abm","2","Priming",6.25610009765625,11931,5,"Positive"
"likert","duz9abm","19","Priming",2.93724984305246,60022,7,"Negative"
"likert","duz9abm","10","Priming",6.0401069859096,5400,7,"Positive"
"likert","duz9abm","3","Priming",8.92888888888889,4472,9,"Positive"
"likert","duz9abm","1","Priming",2.92857142857143,3208,7,"Positive"
"likert","duz9abm","18","Priming",4.8401069859096,7203,7,"Negative"
"likert","duz9abm","20","Priming",0.000100097656249964,5603,5,"Negative"
"likert","duz9abm","7","Priming",7.73610009765625,12656,5,"Positive"
"likert","duz9abm","5","Priming",5.01777777777778,6787,9,"Positive"
"likert","duz9abm","8","Priming",3.92810009765625,2376,5,"Positive"
"likert","e28ojjg","11","No Priming",8.06666666666667,79162,9,"Positive"
"likert","e28ojjg","1","No Priming",4,121483,7,"Positive"
"likert","e28ojjg","5","No Priming",4.168,58624,5,"Positive"
"likert","e28ojjg","20","No Priming",0.974285714285714,23850,7,"Negative"
"likert","e28ojjg","3","No Priming",8.09333333333333,23926,9,"Positive"
"likert","e28ojjg","10","No Priming",6.55555555555556,61593,9,"Positive"
"likert","e28ojjg","13","No Priming",4.51428571428571,22298,7,"Positive"
"likert","e28ojjg","4","No Priming",3.984,34103,5,"Positive"
"likert","e28ojjg","18","No Priming",4.032,16659,5,"Negative"
"likert","e28ojjg","14","No Priming",6.99142857142857,19475,7,"Positive"
"likert","e28ojjg","2","No Priming",7.70222222222222,21318,9,"Positive"
"likert","e28ojjg","15","No Priming",3.68,12460,5,"Negative"
"likert","e28ojjg","6","No Priming",3.96,15474,5,"Positive"
"likert","e28ojjg","12","No Priming",6.57142857142857,12403,7,"Positive"
"likert","e28ojjg","7","No Priming",4.544,13856,5,"Positive"
"likert","e28ojjg","17","No Priming",3.18666666666667,28082,9,"Negative"
"likert","e28ojjg","16","No Priming",3.688,8250,5,"Negative"
"likert","e28ojjg","21","No Priming",3.58,23675,7,"Negative"
"likert","e28ojjg","9","No Priming",4.12,24672,9,"Positive"
"likert","e28ojjg","8","No Priming",4.82285714285714,24584,7,"Positive"
"number","e28ojjg","e","No Priming",7.96375,27662,10,""
"number","e28ojjg","d","No Priming",8.95375,16819,10,""
"number","e28ojjg","j","No Priming",10,7871,10,""
"number","e28ojjg","c","No Priming",5.01625,12939,10,""
"number","e28ojjg","b","No Priming",7.9525,6409,10,""
"number","e28ojjg","g","No Priming",4.02625,11275,10,""
"number","e28ojjg","i","No Priming",3.0475,9122,10,""
"number","e28ojjg","a","No Priming",5.995,5697,10,""
"number","e28ojjg","f","No Priming",2.06875,5761,10,""
"number","e28ojjg","h","No Priming",2.06875,8127,10,""
"likert","eeulald","21","No Priming",5,43523,9,"Negative"
"likert","eeulald","3","No Priming",4.968125,18347,5,"Positive"
"likert","eeulald","11","No Priming",7,12410,7,"Positive"
"likert","eeulald","5","No Priming",4.944125,9395,5,"Positive"
"likert","eeulald","9","No Priming",4.008,8263,5,"Positive"
"likert","eeulald","17","No Priming",1.99441964285714,4333,7,"Negative"
"likert","eeulald","20","No Priming",0.305848214285714,43011,7,"Negative"
"likert","eeulald","16","No Priming",5.90666666666667,16082,9,"Negative"
"likert","eeulald","2","No Priming",4.952125,6230,5,"Positive"
"likert","eeulald","6","No Priming",6.96444444444444,24876,9,"Positive"
"likert","eeulald","8","No Priming",5.92,31016,7,"Positive"
"likert","eeulald","13","No Priming",3.96888888888889,47781,9,"Positive"
"likert","eeulald","18","No Priming",3.000125,13747,5,"Negative"
"likert","eeulald","10","No Priming",3.944,15714,5,"Positive"
"likert","eeulald","1","No Priming",2.98870535714286,11798,7,"Positive"
"likert","eeulald","7","No Priming",4.99428571428571,14712,7,"Positive"
"likert","eeulald","15","No Priming",6.94666666666667,6882,9,"Negative"
"likert","eeulald","12","No Priming",8.36,5130,9,"Positive"
"likert","eeulald","14","No Priming",7.38571428571429,16647,7,"Positive"
"number","eeulald","a","No Priming",5.9725,4582,10,""
"number","eeulald","g","No Priming",4.02625,3465,10,""
"number","eeulald","b","No Priming",7.93,1898,10,""
"number","eeulald","j","No Priming",9.94375,3165,10,""
"number","eeulald","c","No Priming",5.005,1814,10,""
"number","eeulald","d","No Priming",8.90875,1981,10,""
"number","eeulald","h","No Priming",2.06875,2149,10,""
"number","eeulald","i","No Priming",3.0475,2097,10,""
"number","eeulald","f","No Priming",2.0575,2346,10,""
"number","eeulald","e","No Priming",7.93,1596,10,""
"likert","ekwt269","11","No Priming",5.06306877983941,25996,9,"Positive"
"likert","ekwt269","15","No Priming",6.90306877983941,8566,9,"Negative"
"likert","ekwt269","10","No Priming",4.95276184082031,7446,5,"Positive"
"likert","ekwt269","13","No Priming",4.82367340087891,6612,7,"Positive"
"likert","ekwt269","3","No Priming",3.86480944824219,6406,5,"Positive"
"likert","ekwt269","14","No Priming",7.00086726597377,5506,7,"Positive"
"likert","ekwt269","4","No Priming",5.96973544650608,6837,9,"Positive"
"likert","ekwt269","21","No Priming",3.00653054373605,5108,7,"Negative"
"likert","ekwt269","20","No Priming",1.06480944824219,5873,5,"Negative"
"likert","ekwt269","16","No Priming",3.08367340087891,7854,7,"Negative"
"likert","ekwt269","12","No Priming",7.00086726597377,4138,7,"Positive"
"likert","ekwt269","7","No Priming",7.75640211317274,7628,9,"Positive"
"number","ekwt269","a","No Priming",5.92857142448425,5244,10,""
"number","ekwt269","e","No Priming",7.90857142448425,2614,10,""
"number","ekwt269","h","No Priming",2.00232142448425,2229,10,""
"number","ekwt269","d","No Priming",9.02232142448425,2024,10,""
"number","ekwt269","i","No Priming",3.11607142448425,1733,10,""
"number","ekwt269","c","No Priming",4.94982142448425,2289,10,""
"number","ekwt269","g","No Priming",4.03857142448425,2741,10,""
"number","ekwt269","j","No Priming",9.71982142448425,1525,10,""
"number","ekwt269","f","No Priming",2.10357142448425,2346,10,""
"number","ekwt269","b","No Priming",7.77357142448425,1595,10,""
"likert","eqg29cn","19","No Priming",3.564,26326,5,"Negative"
"likert","eqg29cn","21","No Priming",4.52285714285714,55058,7,"Negative"
"likert","eqg29cn","5","No Priming",6.00571428571429,11927,7,"Positive"
"likert","eqg29cn","3","No Priming",4.324,14978,5,"Positive"
"likert","eqg29cn","14","No Priming",4.992,3131193,5,"Positive"
"likert","eqg29cn","1","No Priming",2.112125,6715,5,"Positive"
"likert","eqg29cn","20","No Priming",0.573333333333333,12612,9,"Negative"
"likert","eqg29cn","2","No Priming",5.40584821428571,58876,7,"Positive"
"likert","eqg29cn","11","No Priming",4.232,5911,5,"Positive"
"likert","eqg29cn","17","No Priming",3.23111111111111,5960,9,"Negative"
"likert","eqg29cn","6","No Priming",6.52,5646,9,"Positive"
"likert","eqg29cn","4","No Priming",3.728125,7512,5,"Positive"
"likert","eqg29cn","15","No Priming",3.52,4013,7,"Negative"
"likert","eqg29cn","9","No Priming",6.13428571428571,45443,7,"Positive"
"likert","eqg29cn","10","No Priming",3.70222222222222,2832,9,"Positive"
"likert","eqg29cn","16","No Priming",4.88285714285714,5112,7,"Negative"
"likert","eqg29cn","18","No Priming",7.17777777777778,6364,9,"Negative"
"likert","eqg29cn","8","No Priming",4.46666666666667,5963,9,"Positive"
"likert","eqg29cn","12","No Priming",8.51111111111111,8160,9,"Positive"
"likert","eqg29cn","13","No Priming",3.28,9762,7,"Positive"
"likert","eqg29cn","7","No Priming",3.728,3312,5,"Positive"
"number","eqg29cn","j","No Priming",10.03375,2880,10,""
"number","eqg29cn","d","No Priming",8.95375,1145,10,""
"number","eqg29cn","c","No Priming",5.08375,1180,10,""
"number","eqg29cn","a","No Priming",6.02875,1780,10,""
"number","eqg29cn","e","No Priming",8.0425,4196,10,""
"number","eqg29cn","b","No Priming",7.9525,2196,10,""
"number","eqg29cn","h","No Priming",2.125,4030,10,""
"number","eqg29cn","f","No Priming",2.20375,2796,10,""
"number","eqg29cn","i","No Priming",3.16,1462,10,""
"number","eqg29cn","g","No Priming",4.06,1413,10,""
"number","eumczce","c","Priming",5.0725,7690,10,""
"number","eumczce","g","Priming",4.02625,3762,10,""
"number","eumczce","f","Priming",2.035,14908,10,""
"number","eumczce","h","Priming",2.06875,1812,10,""
"number","eumczce","e","Priming",7.9525,4697,10,""
"number","eumczce","b","Priming",7.94125,3528,10,""
